id,time,lat,lon,depth,mag,event-type
us10004tn9,2016-02-29T21:33:48.120,-18.5276,-174.6103,89.7,5.2,earthquake
us10004tqy,2016-03-01T01:08:43.010,13.0839,-88.8191,59.5,5.1,earthquake
us10004tsd,2016-03-01T09:26:45.370,-32.9373,-178.3856,10.0,5.6,earthquake
us10004u04,2016-03-02T06:09:12.940,-8.6191,112.5355,78.3,5.1,earthquake
us10004u0r,2016-03-02T09:49:53.740,-18.6904,-70.7402,33.4,5.2,earthquake
us10004u1y,2016-03-02T12:49:48.110,-4.9521,94.3299,24.0,7.8,earthquake
us10004u2r,2016-03-02T15:12:05.180,-4.8224,94.2744,12.3,5.1,earthquake
us10004u46,2016-03-02T16:34:14.970,-31.0112,59.1301,10.0,5.4,earthquake
us10004u8f,2016-03-03T00:10:50.390,-4.7940,94.4101,10.0,5.6,earthquake
us10004u9q,2016-03-03T07:11:16.090,31.7483,131.4272,55.5,5.3,earthquake
us10004u9z,2016-03-03T08:34:55.770,-9.4118,125.1883,20.0,5.4,earthquake
us10004ua7,2016-03-03T08:36:32.650,-9.7645,125.3160,29.5,5.6,earthquake
us10004uaq,2016-03-03T10:09:41.030,-16.0958,-73.9911,45.7,5,earthquake
us10004ubk,2016-03-03T11:36:26.230,35.4857,-3.7849,10.0,5,earthquake
us10004ue3,2016-03-03T16:23:07.470,3.9982,126.0106,101.9,5.1,earthquake
us10004ugf,2016-03-03T19:28:31.880,-56.4692,-26.9428,95.3,5.2,earthquake
us10004uik,2016-03-03T21:47:50.460,-3.3298,148.8245,10.0,5.9,earthquake
us10004uj0,2016-03-03T21:58:00.310,-3.0988,148.8388,10.0,5.6,earthquake
us10004ulj,2016-03-04T04:25:15.030,-20.9941,-178.9520,608.4,5.3,earthquake
us10004uta,2016-03-04T20:20:54.330,-4.1881,94.4205,10.0,5.4,earthquake
us10004uv6,2016-03-05T00:33:21.930,41.6536,144.2304,14.1,5.1,earthquake
us10004uxd,2016-03-05T17:28:49.230,-20.3099,-173.3179,10.0,5,earthquake
us10004uy6,2016-03-05T18:45:30.070,-32.9625,-178.2218,10.0,5.5,earthquake
us10004vk5,2016-03-05T22:01:47.080,15.3618,-93.8704,65.3,5,earthquake
us10004vl0,2016-03-06T00:54:41.400,-1.4279,-80.4011,10.0,5.1,earthquake
us10004vm0,2016-03-06T07:02:30.270,28.5881,142.9311,10.0,5.1,earthquake
us10004vnc,2016-03-06T13:19:09.410,56.2859,-162.0099,205.0,5,earthquake
us10004vtx,2016-03-07T11:43:41.140,2.4129,128.3621,130.1,5,earthquake
us10004vz7,2016-03-08T05:36:28.410,-15.1081,-173.4281,33.0,5.9,earthquake
us10004w2p,2016-03-08T18:18:45.060,60.9073,165.6209,30.4,5.2,earthquake
us10004w8b,2016-03-09T06:27:17.070,6.8264,-73.0422,148.9,5,earthquake
us10004w9t,2016-03-09T12:04:00.350,11.6625,144.6665,10.0,5.1,earthquake
usd0006rr6,2016-03-09T15:50:25.830,-54.6333,-39.6703,18.5,5.4,earthquake
us10004wf6,2016-03-10T02:16:23.400,-18.9832,169.3078,214.7,5.1,earthquake
us10004wfv,2016-03-10T03:24:06.580,-57.5065,-66.4687,15.0,5.2,earthquake
us10004wgx,2016-03-10T08:34:12.440,-18.8045,-69.6290,94.4,5,earthquake
us10004xtc,2016-03-10T14:59:58.260,-56.4345,-26.5629,56.5,5,earthquake
us10004wlr,2016-03-10T18:38:57.500,43.1736,149.0602,10.0,5,earthquake
us10004wp4,2016-03-11T04:16:47.910,35.6992,-3.5952,10.0,5,earthquake
us10004wvq,2016-03-11T21:56:28.040,-15.0973,-172.7787,0.0,5.3,earthquake
us10004wy7,2016-03-12T04:00:27.490,18.2038,120.1780,10.0,5.4,earthquake
us10004wyc,2016-03-12T04:25:58.740,-7.8806,125.7997,10.0,5,earthquake
us10004x0f,2016-03-12T13:23:38.250,51.4497,-173.9725,12.7,5.6,earthquake
us10004x18,2016-03-12T16:05:15.180,-30.2495,-71.6502,36.8,5.1,earthquake
us10004x1w,2016-03-12T18:06:44.760,51.5648,-173.9423,19.0,6.3,earthquake
us10004x4s,2016-03-13T03:20:02.390,51.4779,-173.9784,10.0,5,earthquake
us10004x57,2016-03-13T04:19:25.580,51.5524,-173.8827,10.0,5.4,earthquake
us10004x7j,2016-03-13T15:20:18.040,1.0772,126.2620,18.8,5.3,earthquake
us10004xbb,2016-03-14T07:03:17.710,29.8888,128.9567,210.5,5.5,earthquake
us10004xbl,2016-03-14T07:26:40.610,-56.4283,-27.0089,84.0,5.6,earthquake
us10004xfy,2016-03-14T15:39:29.800,-16.0322,-172.8436,10.0,5.1,earthquake
us10004xmh,2016-03-14T23:25:39.980,-52.6136,18.7984,10.0,5.6,earthquake
us10004xp4,2016-03-15T04:40:39.110,35.6879,-3.6340,10.0,5.2,earthquake
us10004xsg,2016-03-15T13:35:17.740,-56.0147,-27.0579,41.0,5.2,earthquake
us200059z1,2016-03-15T19:35:35.260,11.5148,141.7103,10.0,5.2,earthquake
us20005arz,2016-03-15T19:49:19.460,11.5056,141.6368,10.0,5,earthquake
us20005a3a,2016-03-16T03:49:32.850,-31.2410,-71.7314,25.4,5.3,earthquake
us20005a4r,2016-03-16T09:13:36.840,-55.6886,146.7930,10.0,5,earthquake
us20005a4s,2016-03-16T09:24:24.180,-58.9889,-23.6249,10.0,5,earthquake
us20005a5k,2016-03-16T12:04:52.550,4.6688,125.0060,10.0,5.2,earthquake
us20005a5n,2016-03-16T13:09:52.810,4.7250,125.1481,10.0,5.5,earthquake
us20005ame,2016-03-18T00:17:07.880,-22.3332,171.4129,89.4,5.2,earthquake
us20005amh,2016-03-18T00:31:25.880,-4.5473,153.0955,34.9,5.6,earthquake
us20005apm,2016-03-18T09:38:06.960,51.5464,-173.5416,10.0,5.1,earthquake
us20005aq1,2016-03-18T10:52:01.240,-56.3365,-27.2147,108.2,5.3,earthquake
us20005aqk,2016-03-18T12:49:12.910,-12.5112,166.6214,29.0,5.5,earthquake
us20005ar4,2016-03-18T14:10:12.040,-10.1758,160.9748,43.4,5,earthquake
us20005ar6,2016-03-18T14:12:51.610,28.8771,142.9720,10.5,5.1,earthquake
us20005ate,2016-03-18T16:11:00.160,38.0233,72.4114,10.0,5.6,earthquake
us20005awl,2016-03-18T22:46:56.830,49.6730,-129.8485,10.0,5.5,earthquake
us20005axl,2016-03-19T01:22:16.200,51.3815,-174.2064,10.0,5,earthquake
us20005axu,2016-03-19T01:35:12.170,51.5145,-174.1423,17.0,6,earthquake
us20005az4,2016-03-19T08:51:24.920,-5.5662,129.4922,269.8,5.7,earthquake
us20005azr,2016-03-19T10:24:45.110,11.8676,-88.7677,10.0,5.6,earthquake
us20005azy,2016-03-19T11:26:33.230,17.9960,-60.7019,26.0,6,earthquake
us20005bbh,2016-03-20T22:50:20.430,54.2940,162.8129,30.0,6.4,earthquake
us20005bft,2016-03-21T14:48:51.330,27.7676,66.0962,10.0,5.6,earthquake
us20005bu1,2016-03-22T18:47:04.190,1.7350,125.3816,117.7,5,earthquake
us20005c6c,2016-03-24T05:40:23.230,-59.6693,-26.2637,35.0,5,earthquake
us20005c7x,2016-03-24T15:05:59.490,-14.8899,167.3273,138.4,5.1,earthquake
us20005cdm,2016-03-25T06:25:58.350,-0.9887,126.7883,37.2,5,earthquake
us20005cgz,2016-03-25T19:49:11.550,-5.9825,130.8272,112.2,5,earthquake
us20005cib,2016-03-25T21:36:27.260,54.2076,163.0568,35.0,5,earthquake
us20005cjh,2016-03-26T03:24:24.110,-2.6503,68.0253,10.0,5.6,earthquake
us20005cky,2016-03-26T16:18:47.760,-14.6581,-173.7150,16.5,5.3,earthquake
us20005cqq,2016-03-27T15:48:23.710,14.9599,-94.6539,4.7,5.3,earthquake
us20005cr4,2016-03-27T18:01:30.960,52.1750,-168.6554,16.0,5.8,earthquake
us20005csz,2016-03-28T00:03:41.190,30.2219,-114.2783,10.0,5.1,earthquake
us20005ct5,2016-03-28T00:12:54.690,30.2073,-114.3078,10.0,5.5,earthquake
us20005cua,2016-03-28T03:57:00.560,-4.1837,151.1567,10.0,5.2,earthquake
us20005cuq,2016-03-28T06:21:37.530,-5.0195,140.7007,10.0,5.1,earthquake
us20005cx1,2016-03-28T17:14:55.480,52.2900,-168.6929,11.2,5.5,earthquake
us20005cxt,2016-03-28T19:07:08.750,-56.2536,-27.6408,29.7,5.5,earthquake
us20005d34,2016-03-29T01:05:29.990,37.5169,20.1644,10.3,5.4,earthquake
us20005d3z,2016-03-29T06:24:48.170,-2.8072,102.3188,159.9,5.1,earthquake
us20005d4l,2016-03-29T09:18:11.250,2.3874,126.1019,55.0,5.5,earthquake
us20005d4u,2016-03-29T10:32:07.850,77.7900,20.4337,10.0,5.1,earthquake
us20005d4z,2016-03-29T11:03:07.140,-33.0080,179.6899,262.4,5.3,earthquake
us20005d86,2016-03-29T20:53:20.530,6.5905,60.3668,15.9,5,earthquake
us20005db7,2016-03-30T03:59:46.940,-14.8921,66.8063,10.0,5,earthquake
us20005db4,2016-03-30T04:05:27.630,-14.7800,66.9363,10.0,5.1,earthquake
us20005dbl,2016-03-30T06:01:28.070,-6.2424,154.8860,77.5,5.1,earthquake
us20005ddt,2016-03-30T13:38:28.760,-4.1947,129.3962,30.7,5.4,earthquake
us20005dmz,2016-03-31T12:30:29.950,12.0795,143.8542,10.0,5.2,earthquake
us20005dql,2016-03-31T19:38:42.320,3.1211,96.2001,11.1,5.1,earthquake
us20005dts,2016-04-01T01:01:43.180,12.0103,143.8174,10.0,5.3,earthquake
us20005du0,2016-04-01T02:39:08.050,33.3807,136.3901,14.0,5.9,earthquake
us20005e01,2016-04-01T19:24:55.370,-3.3585,144.8870,6.0,6.2,earthquake
us20005g2z,2016-04-01T19:38:02.510,-56.2976,-26.5549,40.3,5,earthquake
ak13226799,2016-04-02T05:50:00.000,57.0080,-157.9321,11.4,5.9,earthquake
us20005e4q,2016-04-02T13:01:37.110,-15.8662,166.4263,18.5,5.1,earthquake
us20005e7c,2016-04-03T00:46:15.800,34.1900,25.7300,9.0,5.1,earthquake
us20005e8t,2016-04-03T08:23:52.320,-14.3235,166.8551,26.0,6.9,earthquake
us20005eaz,2016-04-03T14:48:03.070,-14.1697,166.7698,17.3,5,earthquake
us20005ecc,2016-04-03T18:18:57.940,-14.2684,166.7621,35.0,5.2,earthquake
us20005eff,2016-04-04T08:22:06.870,-14.3498,166.8512,35.0,5,earthquake
us20005eg7,2016-04-04T12:32:45.000,-31.2367,-71.7700,24.4,5.3,earthquake
us20005egl,2016-04-04T13:23:10.500,-14.1840,166.6578,22.7,5.3,earthquake
us20005egv,2016-04-04T13:35:27.620,-10.2379,162.8300,46.0,5,earthquake
us20005fj8,2016-04-05T07:42:24.390,25.7595,90.5452,10.0,5,earthquake
us20005fjj,2016-04-05T08:29:20.950,4.2073,126.6515,35.0,5.9,earthquake
us20005fk8,2016-04-05T08:52:34.970,-0.4236,126.9064,58.1,5.1,earthquake
us20005fl4,2016-04-05T12:12:06.190,39.1142,67.1004,24.2,5,earthquake
us20005fld,2016-04-05T14:10:33.400,-4.2283,152.8672,40.4,5,earthquake
us20005fme,2016-04-05T16:21:03.740,20.0695,121.9964,16.7,5.1,earthquake
us20005fsh,2016-04-06T06:54:53.390,-14.1516,166.7012,35.0,5.8,earthquake
us20005fsi,2016-04-06T06:58:48.210,-14.0683,166.6245,24.0,6.7,earthquake
us20005ft6,2016-04-06T07:57:37.570,-14.2026,166.6391,35.0,5.9,earthquake
us20005i9f,2016-04-06T08:00:09.140,-14.0662,166.6859,35.0,5.1,earthquake
us20005fv5,2016-04-06T14:45:29.620,-8.2036,107.3857,29.0,6.1,earthquake
us20005fvy,2016-04-06T17:35:38.680,-31.4832,-71.7832,29.7,5.3,earthquake
us20005fx0,2016-04-06T20:35:14.560,-6.0292,130.4296,118.0,5.5,earthquake
us20005fxm,2016-04-06T22:19:23.050,4.1594,126.6094,35.0,5,earthquake
us20005fzn,2016-04-07T03:32:53.500,-13.9805,166.5943,27.6,6.7,earthquake
us20005g43,2016-04-07T12:22:21.990,10.5418,-62.5876,86.2,5.2,earthquake
us20005gar,2016-04-08T07:17:20.220,-59.8747,-29.5699,17.3,5.3,earthquake
us20005gel,2016-04-08T14:48:35.650,16.8012,146.7165,10.0,5.1,earthquake
us20005ggr,2016-04-08T19:05:21.040,-18.2687,167.4253,35.0,5,earthquake
us20005gh6,2016-04-08T21:00:15.310,-57.8784,-139.9605,10.0,5.1,earthquake
us20005gj8,2016-04-09T07:12:08.340,-26.8479,-176.3799,40.3,5,earthquake
us20005gjs,2016-04-09T09:59:01.480,-9.2690,159.0346,10.0,5,earthquake
us20005gju,2016-04-09T10:03:16.860,-26.8667,-176.1029,35.0,5,earthquake
us20005gqv,2016-04-10T02:14:34.590,-4.1489,102.2110,41.0,5.7,earthquake
us20005gs0,2016-04-10T07:11:21.580,16.0557,-96.2563,25.0,5.5,earthquake
us20005gsg,2016-04-10T10:28:58.720,36.4725,71.1311,212.0,6.6,earthquake
us20005gtl,2016-04-10T15:46:11.370,-41.0662,-91.2735,11.7,5.2,earthquake
us20005guh,2016-04-10T19:34:02.510,51.1243,179.5394,19.0,5.6,earthquake
us20005gvy,2016-04-11T03:52:57.190,-14.1727,166.5171,13.1,5,earthquake
us20005gx4,2016-04-11T09:29:28.390,7.0249,-76.6152,21.9,5.1,earthquake
us20005h2l,2016-04-11T20:10:35.860,51.8545,176.6748,23.0,5.6,earthquake
us20005hai,2016-04-11T23:34:35.700,-63.3625,144.9890,10.0,5,earthquake
us20005haz,2016-04-12T03:22:47.710,-3.7568,-103.9367,10.0,5.8,earthquake
us20005hbk,2016-04-12T05:41:13.630,-4.5526,152.9578,64.7,5.2,earthquake
us20005hdf,2016-04-12T09:52:44.240,-14.4365,166.6814,35.0,5.2,earthquake
us20005hdl,2016-04-12T11:24:50.760,11.3192,140.8257,10.0,5.3,earthquake
us20005hdp,2016-04-12T12:07:55.630,-55.2497,146.1742,9.0,5.5,earthquake
us20005hei,2016-04-12T14:51:47.640,11.3629,140.9017,10.0,5.4,earthquake
us20005hen,2016-04-12T15:16:46.610,-10.7675,41.4346,10.0,5.2,earthquake
us20005hjm,2016-04-12T18:43:01.680,50.2355,-28.9817,14.8,5.2,earthquake
us20005hla,2016-04-12T20:23:10.620,-53.6681,140.9637,10.0,5,earthquake
us20005hn1,2016-04-12T22:34:17.310,-50.7215,29.2097,10.0,5.1,earthquake
us20005hn9,2016-04-12T23:22:58.380,11.3235,140.8509,10.0,5.1,earthquake
us20005hqz,2016-04-13T13:55:17.800,23.0944,94.8654,136.0,6.9,earthquake
us20005huf,2016-04-13T17:31:26.110,1.6399,126.4493,11.7,5.3,earthquake
us20005hux,2016-04-13T18:21:52.730,7.7917,122.0231,17.0,6,earthquake
us20005hve,2016-04-13T20:01:57.810,-20.9384,-66.4777,220.9,5.3,earthquake
us20005hxt,2016-04-14T01:37:21.950,51.3833,-174.0610,15.2,5.2,earthquake
us20005hxx,2016-04-14T03:06:09.000,53.7700,160.8036,32.0,5.8,earthquake
us20005hz4,2016-04-14T09:38:44.100,-33.8833,-70.4192,110.5,5.1,earthquake
us20005hzl,2016-04-14T12:17:05.160,-14.4907,166.5026,7.5,5.9,earthquake
us20005hzn,2016-04-14T12:26:35.730,32.7880,130.7042,9.0,6.2,earthquake
us20005i0c,2016-04-14T13:07:35.490,32.7429,130.8235,10.0,5.4,earthquake
us20005i1a,2016-04-14T15:03:47.240,32.6973,130.7204,8.0,6,earthquake
us20005i1i,2016-04-14T15:06:22.190,32.7160,130.6904,10.0,5.3,earthquake
us20005i2p,2016-04-14T16:44:33.580,-0.5373,-11.5820,10.0,5.2,earthquake
us20005i6p,2016-04-14T21:50:27.680,-14.5284,166.4334,16.0,6.4,earthquake
us20005i70,2016-04-14T22:23:28.800,-14.1861,166.5374,16.0,5.2,earthquake
us20005i7m,2016-04-14T23:15:07.910,-7.4590,128.1235,136.8,5.6,earthquake
us20005icn,2016-04-15T03:43:04.490,-14.5517,166.6430,35.0,5.4,earthquake
us20005id2,2016-04-15T04:50:11.410,2.0125,127.0004,90.0,5.6,earthquake
us20005ie6,2016-04-15T08:54:40.160,-13.7613,166.6163,41.5,5.1,earthquake
us20005ifr,2016-04-15T11:05:31.180,4.0808,126.6260,35.0,5.1,earthquake
us20005ih9,2016-04-15T14:11:26.430,13.4008,-92.3670,22.4,6.1,earthquake
us20005iis,2016-04-15T16:25:06.220,32.7906,130.7543,10.0,7,earthquake
us20005l06,2016-04-15T16:30:46.470,32.8598,131.8011,10.0,5.1,earthquake
us20005kzp,2016-04-15T16:33:20.400,32.7665,130.8229,10.0,5.3,earthquake
us20005kz9,2016-04-15T16:43:07.560,32.6976,130.8055,10.0,5.2,earthquake
us20005ij8,2016-04-15T16:44:06.860,32.7091,130.7194,10.0,5.3,earthquake
us20005ija,2016-04-15T16:45:56.680,32.9241,130.8091,10.0,5.7,earthquake
us20005imz,2016-04-15T18:03:10.940,32.9196,131.0212,4.3,5.4,earthquake
us20005iny,2016-04-15T18:47:08.660,-14.5010,166.7423,11.4,5.3,earthquake
us20005inz,2016-04-15T18:55:53.500,33.0051,131.1569,13.2,5.5,earthquake
us20005iu4,2016-04-15T22:11:40.270,33.2528,131.3738,10.0,5.1,earthquake
us20005ivy,2016-04-16T00:10:41.290,34.9371,25.7577,10.0,5,earthquake
us20005iwc,2016-04-16T00:48:32.810,32.8404,130.7768,9.1,5.2,earthquake
us20005iy5,2016-04-16T06:05:22.860,-26.4613,-69.8601,59.3,5.3,earthquake
us20005iye,2016-04-16T07:02:01.850,32.7232,130.6626,9.1,5.1,earthquake
us20005iyl,2016-04-16T07:34:20.500,-29.5755,-111.5741,10.0,5.5,earthquake
us20005j12,2016-04-16T15:20:11.080,10.1530,-104.3329,10.0,5,earthquake
us20005j2i,2016-04-16T21:09:12.390,0.4499,97.9707,10.0,5.1,earthquake
us20005j32,2016-04-16T23:58:36.980,0.3819,-79.9218,20.6,7.8,earthquake
us20005j3i,2016-04-17T00:29:31.380,-0.2648,-80.4644,15.5,5.5,earthquake
us20005j62,2016-04-17T07:14:00.760,-0.3852,-80.2013,23.9,5.8,earthquake
us20005j67,2016-04-17T07:31:00.030,-23.4947,-174.2467,10.0,5.7,earthquake
us20005j6q,2016-04-17T09:23:41.020,-0.2344,-80.6943,10.0,5.6,earthquake
us20005j9p,2016-04-17T19:33:45.460,-57.9827,-25.3164,47.3,5.2,earthquake
us20005jgy,2016-04-18T11:38:38.680,-31.7266,-71.2874,42.0,5.2,earthquake
us20005jgz,2016-04-18T11:42:00.220,33.0143,131.0991,10.5,5.5,earthquake
us20005jhi,2016-04-18T13:06:10.890,-19.4920,169.0934,76.0,5.9,earthquake
us20005jpl,2016-04-19T02:47:01.530,26.5277,130.2004,35.1,5,earthquake
us20005jq0,2016-04-19T04:18:19.060,-55.6555,-27.2317,10.0,5.1,earthquake
us20005jqc,2016-04-19T05:25:39.940,-55.7283,-27.2307,14.0,6.2,earthquake
us20005jr8,2016-04-19T08:52:14.800,32.5574,130.6136,5.4,5.3,earthquake
us20005js0,2016-04-19T10:40:49.870,-14.2607,166.1523,16.3,5,earthquake
us20005juz,2016-04-19T17:17:36.290,8.0082,126.5910,93.3,5,earthquake
us20005jx7,2016-04-19T20:32:57.090,10.2153,93.6895,10.0,5.3,earthquake
us20005jyu,2016-04-19T22:22:25.480,0.5783,-80.0247,11.0,5.6,earthquake
us20005k2u,2016-04-20T07:12:30.040,-14.5542,166.2367,10.1,5.2,earthquake
us20005k37,2016-04-20T08:33:47.330,0.6390,-80.2104,14.0,6.2,earthquake
us20005kb6,2016-04-20T08:35:10.620,0.7079,-80.0352,10.0,6,earthquake
us20005k3t,2016-04-20T10:41:56.060,-5.2013,153.2799,47.2,5.1,earthquake
us20005k4s,2016-04-20T10:51:42.060,13.2000,-55.8867,28.0,5.6,earthquake
us20005k5s,2016-04-20T11:33:28.850,-19.1991,-177.1560,342.2,5.4,earthquake
us20005k66,2016-04-20T12:19:43.950,37.8013,141.6216,33.1,5.9,earthquake
us20005khc,2016-04-21T14:28:12.290,-3.7495,142.7316,35.4,5.3,earthquake
us20005kk9,2016-04-21T18:53:06.100,-14.5203,166.3369,35.0,5.1,earthquake
us20005kqh,2016-04-22T03:03:41.720,-0.2921,-80.5039,10.0,6,earthquake
us20005kqp,2016-04-22T03:20:13.380,-0.2814,-80.5039,10.3,5.9,earthquake
us20005krb,2016-04-22T04:31:34.170,-0.4209,-80.5435,10.0,5,earthquake
us20005krh,2016-04-22T04:47:49.640,-6.9932,129.6828,158.8,5,earthquake
us20005ksq,2016-04-22T07:28:44.840,-29.4657,-111.7784,10.0,5,earthquake
us20005kyg,2016-04-22T18:47:57.100,1.5540,126.5114,56.6,5.1,earthquake
us20005l0c,2016-04-22T19:38:11.310,-4.5104,94.3709,15.1,5.2,earthquake
us20005l30,2016-04-22T23:14:23.030,-10.3635,165.1144,10.0,5.4,earthquake
us20005l3v,2016-04-23T01:24:33.900,0.6128,-80.2522,10.0,5.7,earthquake
us20005la0,2016-04-23T23:11:08.500,-17.2781,-172.3930,10.0,5.3,earthquake
us20005lcb,2016-04-24T04:32:26.090,-7.0247,102.5747,10.0,5.2,earthquake
us20005ldk,2016-04-24T08:37:59.850,-59.3074,-27.0270,10.0,5.5,earthquake
us20005lgb,2016-04-24T21:43:10.390,37.0018,71.4798,114.8,5.1,earthquake
us20005lgm,2016-04-24T22:24:36.450,-17.6976,-173.2031,27.2,5.7,earthquake
us20005li9,2016-04-25T07:07:08.600,14.4790,-93.1509,16.0,6,earthquake
us20005liq,2016-04-25T08:02:45.510,-17.9829,-178.4312,591.5,5.3,earthquake
us10005bg6,2016-04-25T18:13:13.660,21.2173,121.1261,10.0,5.3,earthquake
us10005bhq,2016-04-25T21:47:15.550,-55.5896,-26.7766,10.0,5.2,earthquake
us10005bki,2016-04-26T04:19:55.410,-4.5105,140.1922,107.0,5.6,earthquake
us10005blt,2016-04-26T12:08:39.410,-59.3874,-26.9359,10.0,5.1,earthquake
us10005bmk,2016-04-26T15:01:24.830,38.2124,141.6444,44.0,5,earthquake
us10005bsh,2016-04-26T21:58:34.720,-0.1943,-80.7309,10.0,5.4,earthquake
us10005bug,2016-04-27T02:04:03.800,-52.6133,25.8739,10.0,5.4,earthquake
us10005buk,2016-04-27T02:16:51.190,-31.6405,-67.7468,17.5,5,earthquake
us10005bwt,2016-04-27T10:13:50.260,-24.1304,-66.7820,173.5,5.1,earthquake
us10005bxb,2016-04-27T12:51:19.440,14.5178,-93.0882,16.0,6,earthquake
us10005bxy,2016-04-27T15:17:14.440,24.2309,121.8009,13.0,5.5,earthquake
us10005bzz,2016-04-27T18:19:05.080,23.3187,121.3914,10.0,5,earthquake
us10005c29,2016-04-28T01:17:12.560,-6.0772,155.0123,122.0,5.4,earthquake
us10005c88,2016-04-28T19:33:24.070,-16.0429,167.3786,24.0,7,earthquake
us10005cc4,2016-04-29T01:33:38.910,10.2752,-103.7363,10.0,6.6,earthquake
us10005ckw,2016-04-29T22:09:02.260,-16.2439,167.1940,35.0,5,earthquake
us10005cm7,2016-04-30T00:36:03.170,-31.2823,-13.5820,10.0,5.4,earthquake
us10005cn8,2016-04-30T04:38:27.580,-16.3135,167.1403,4.3,5,earthquake
us10005cpd,2016-04-30T08:35:42.140,-16.3487,167.2001,3.0,5.8,earthquake
us10005cpm,2016-04-30T09:26:29.310,-16.2716,167.3774,10.4,5.1,earthquake
us10005crg,2016-04-30T20:30:39.330,-16.3275,167.4716,6.3,5.2,earthquake
us10005cvg,2016-05-01T18:56:05.860,-20.7528,169.9387,62.6,5.1,earthquake
us10005cwv,2016-05-02T00:26:47.860,-37.3383,177.3698,151.1,5.1,earthquake
us10005cxc,2016-05-02T04:21:24.710,-5.0262,104.6271,117.0,5.7,earthquake
us10005cyc,2016-05-02T05:24:42.170,11.8511,143.3375,10.0,5.3,earthquake
us10005czb,2016-05-02T07:37:47.290,-59.8608,-25.9292,10.0,5.1,earthquake
us10005czi,2016-05-02T08:10:19.260,-4.5473,152.4928,99.2,5.1,earthquake
us10005d0b,2016-05-02T12:17:16.490,-6.0785,-107.1631,15.0,5.6,earthquake
us10005d6s,2016-05-03T00:00:51.680,43.6954,147.5063,61.0,5.7,earthquake
us10005d7k,2016-05-03T02:34:58.690,-55.7642,-143.9055,10.0,5.5,earthquake
us10005dif,2016-05-03T23:05:59.920,-16.3015,167.3260,7.2,5,earthquake
us10005diz,2016-05-04T01:49:28.720,51.8161,176.2865,49.6,5,earthquake
us10005dme,2016-05-04T14:36:23.760,-14.8550,166.9341,26.0,5.7,earthquake
us10005dz1,2016-05-05T07:01:47.490,13.7719,51.7683,10.0,5.5,earthquake
us10005dzl,2016-05-05T09:05:34.330,-7.5871,158.4228,40.7,5,earthquake
us10005dzs,2016-05-05T11:01:46.790,-8.9416,-108.2391,10.0,5.6,earthquake
us10005e5j,2016-05-05T20:39:16.340,1.4537,126.4364,38.6,5.1,earthquake
us10005e62,2016-05-05T22:27:07.080,18.7033,-107.0857,10.0,5.4,earthquake
us10005e76,2016-05-06T02:04:08.330,-6.4710,104.2658,29.1,5.2,earthquake
us10005el7,2016-05-07T00:18:36.680,18.3754,-105.3371,10.0,5.6,earthquake
us10005f1x,2016-05-07T01:06:01.030,18.2797,-105.3042,10.0,5,earthquake
us10005fn9,2016-05-07T02:46:20.370,-6.5396,154.0874,10.0,5,earthquake
us10005fp7,2016-05-07T05:42:13.500,31.2618,129.2970,10.0,5.3,earthquake
us10005fq9,2016-05-07T13:59:01.800,-17.6027,-178.5777,538.8,5.2,earthquake
us10005fr3,2016-05-07T16:07:08.190,-0.2723,-18.9400,10.0,5.2,earthquake
us10005ftw,2016-05-08T07:34:00.700,16.4107,-97.8416,22.0,5.8,earthquake
us10005g1a,2016-05-09T01:33:33.920,-62.5795,165.3440,10.0,5.5,earthquake
us10005g2d,2016-05-09T15:19:04.000,-6.6724,129.6333,140.8,5,earthquake
us10005g2e,2016-05-09T15:23:51.790,-23.6925,-13.3530,10.0,5,earthquake
us10005g2n,2016-05-09T16:03:47.250,11.3506,91.5047,10.0,5.2,earthquake
us10005g8d,2016-05-10T04:02:25.930,43.8508,148.4027,25.0,5,earthquake
us10005g9r,2016-05-10T09:44:38.250,-16.3853,118.8669,10.0,5,earthquake
us10005gcs,2016-05-10T17:20:59.830,57.5809,-32.8819,10.0,5,earthquake
us10005gf4,2016-05-11T01:15:47.220,32.0221,95.0268,8.0,5.2,earthquake
us10005gih,2016-05-11T13:11:34.020,-30.6630,-71.7475,24.7,5.4,earthquake
us10005gpt,2016-05-12T03:17:15.070,24.6953,121.9839,8.0,5.8,earthquake
us10005gq4,2016-05-12T04:29:55.800,24.6833,122.0531,9.0,5.7,earthquake
us10005gqr,2016-05-12T06:32:29.710,43.3295,146.6187,60.6,5,earthquake
us10005h1a,2016-05-13T06:59:32.030,30.6598,66.4243,10.0,5.2,earthquake
us10005h1j,2016-05-13T07:01:10.270,30.6590,66.3878,10.0,5.5,earthquake
us10005h1u,2016-05-13T08:24:12.390,24.7270,122.0078,8.9,5.1,earthquake
us10005h39,2016-05-13T10:03:17.300,4.9658,127.5598,111.3,5.1,earthquake
us10005h3z,2016-05-13T12:57:27.320,-25.4822,179.3397,506.4,5.6,earthquake
us10005hf5,2016-05-14T18:21:05.860,8.5599,-102.7916,10.0,5.8,earthquake
us10005hg9,2016-05-14T20:52:12.060,-6.8583,101.7950,10.0,5.3,earthquake
ak13582723,2016-05-15T05:51:00.000,63.0765,-150.9464,131.5,5.4,earthquake
us10005hiy,2016-05-15T07:23:28.060,-14.3505,166.8149,12.4,5,earthquake
